,result,0,1,2,3,4,5,6,7,8
0,1.0,1.0962240523618478,0.10858562783489242,0.9876539160394716,2.0631435095357062,-0.7085721235812433,-0.1924206140135484,1.1143069770358058,1.2687569632953204,-0.6394471111571354
1,0.0,1.0684288679615475,-0.07832405942188914,0.9876539160394716,0.2584443221355773,-0.7085721235812433,-0.1924206140135484,0.14131543783614187,1.2687569632953204,-0.6394471111571354
2,0.0,-0.33767437509198167,0.10858562783489242,0.1763619875943183,1.703565819719749,1.1739379737220574,0.4866941800136554,0.14131543783614187,-1.0575436387886492,1.2538879107047776
3,0.0,0.9771188931660543,0.10858562783489242,-0.21305813805935533,0.949990579759219,-0.7085721235812433,-0.47205611743651404,-0.8316761013635224,-1.212630345594247,-0.6394471111571354
4,0.0,-0.46228188250331576,0.10858562783489242,0.20881366473212443,0.7454487289127897,-0.7085721235812433,-0.1924206140135484,-0.8316761013635224,1.2687569632953204,-0.6394471111571354
5,0.0,0.7897805827111023,0.10858562783489242,-2.289965474878948,-1.1928288100605162,-0.7085721235812433,-1.6505200247190142,-0.8316761013635224,-1.212630345594247,-0.6394471111571354
6,0.0,-0.7536696537226955,0.10858562783489242,0.9660194646142669,-1.1928288100605162,0.02806226232004803,0.9460953642085276,-0.8316761013635224,0.49332342926733086,1.2538879107047776
7,0.0,-0.7563155824157589,0.10858562783489242,-0.28877871804756927,-1.0467274880273523,-0.7085721235812433,-1.1811318582590353,-0.8316761013635224,-0.9024569319830511,-0.6394471111571354
8,0.0,0.396312314565648,0.10858562783489242,-0.28877871804756927,0.3197495827534149,-0.7085721235812433,-1.1811318582590353,-0.8316761013635224,-0.9024569319830511,-0.6394471111571354
9,0.0,-1.461200313020651,0.10858562783489242,0.9660194646142669,-0.927190042727491,1.6650275643229207,0.047266960348993914,-0.3451803317636903,-1.212630345594247,1.2538879107047776
10,1.0,0.7897805827111023,0.10858562783489242,0.9876539160394716,0.1464333085768183,-0.7085721235812433,-0.1924206140135484,0.627811207435974,1.2687569632953204,-0.6394471111571354
11,0.0,-0.33767437509198167,-0.07832405942188914,0.9876539160394716,1.7182400314502724,-0.7085721235812433,-0.1924206140135484,0.627811207435974,1.2687569632953204,-0.6394471111571354
12,0.0,-0.10247806425895604,0.10858562783489242,0.8794816589134519,0.949990579759219,-0.7085721235812433,0.9460953642085276,2.0872985162354705,0.49332342926733086,-0.6394471111571354
13,0.0,0.9771188931660543,-0.07832405942188914,0.5765993389605933,-1.0258558705940433,-0.7085721235812433,0.9460953642085276,-0.3451803317636903,0.49332342926733086,-0.6394471111571354
